website,logo,favicon
www.wirelessemporium.com,//cdn.shopify.com/s/files/1/2114/3577/t/45/assets/logo.png?v=187813254679429512,//cdn.shopify.com/s/files/1/2114/3577/t/45/assets/favicon.png?v=523676952075799133
www.wordstream.com,/themes/custom/icecream/logo.svg,/themes/custom/icecream/favicon.ico
www.braze.com,/assets/svg/brand/logo-braze.svg,/assets/favicons/apple-touch-icon.png
workspace-one.html,/etc/clientlibs/vmwaredevapp/clientlib-nav-redesign/images/vm-logo.png,
www.qq.com,//mat1.gtimg.com/pingjs/ext2020/qqindex2018/dist/img/qq_logo_2x.png,//mat1.gtimg.com/www/icon/favicon2.ico
wistia.com,https://images.ctfassets.net/j7pfe8y48ry3/2qbi3yaizilguozy6qyl3l/cfb32201135a5d3fc57c993a80ca9388/series-banner-logo.png,/static/favicon.ico
www.smtp.com,,https://mk0smtpcom90xxikvq5d.kinstacdn.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.10.0
home.html,,//webcdn2.cox.com/ui/presentation/tsw/faviconrebrand.ico
mcsv-static,,
www.waze.com,,/webcms/static/images/favicon.ico?cache=f7eb27b
www.modaoperandi.com,,/favicon.png
aptum.com,https://aptum.com/wp-content/uploads/2019/08/aptum-logo-rgb.png,https://aptum.com/wp-content/themes/cogeco-2021/assets/img/favi/apple-touch-icon.png
www.whatsupgold.com,https://d34smkdb128qfi.cloudfront.net/images/librariesprovider2/default-album/logo_spiceworks.png?sfvrsn=e9a8780c_2,/favicons/favicon.ico
dcatalog.com,https://dcatalog.com/wp-content/w3-webp/themes/dcatalog/images/dcatalog-covid-logo_white.pngw3.webp,
www.vtechphones.com,,/themes/icons/apple-touch-icon.png
www.hellodirect.com,https://www.hellodirect.com/scs/img/hdi-logo-for-ns-320x68-retina-updated-02192019.png,https://www.hellodirect.com/scs/extensions/csecommps/hellodirect191/1.0.30/img/favicon.ico
www.virginmedia.com,/etc/designs/onecms/clientlibs/onecms-critical/img/header-vm-logo.sm.png,/content/dam/virginmedia/dotcom/static/favicon.ico
www.airship.com,https://www.airship.com/wp-content/uploads/2020/01/asda-logo.png,https://www.airship.com/wp-content/themes/airship/images/favicon/favicon.ico
www.eztexting.com,/themes/custom/ezlight/logo.svg,/themes/custom/ezlight/favicon.ico
www.americommerce.com,/shared/2020/header-logo-cart.png,/apple-touch-icon.png
www.webnode.com,,https://d1rv23qj5kas56.cloudfront.net/img/favicon/favicon.svg
www.cloudera.com,/content/dam/www/marketing/images/logos/cloudera/cloudera-newco-logo.png,/apps/settings/wcm/designs/www/clientlibs/css/assets/icons/favicon/favicon.ico
www.gmx.com,,https://s.uicdn.com/mailint/9.1628.0/assets/favicon_gmxcom.ico
www.geotrust.com,/assets/images/geotrust_logo.gif,/favicon.ico
www.broadvoice.com,https://www.broadvoice.com/wp-content/uploads/2020/02/logo-1.svg,https://www.broadvoice.com/wp-content/themes/unbound/css/elusive-icons.min.css?ver=1613477592
www.homesandland.com,/images/logos/hnl-header-logo.png,/favicon.ico
www.godatafeed.com,https://uploads-ssl.webflow.com/5c6f0fe189c3683ca571d70a/5c7d61d8ced3c765fce40a4c_gdf%20logo%20-%20new%20blue.svg,https://uploads-ssl.webflow.com/5c6f0fe189c3683ca571d70a/5cb88050b2c69040ada2af20_g%20icon%20-%20new%20blue%20-%2032.png
appsumo.com,https://appsumo2.b-cdn.net/static/images/home/as-appsumo-logo-footer.svg,https://appsumo2.b-cdn.net/static/images/favicon.svg
currently.att.yahoo.com,,https://s.yimg.com/cv/apiv2/partner-portals/att/logo/att_globe_icon.svg
www.equinix.com,/application/themes/eq-gravity-2/img/global/logo-with-equinix.png,/application/images/favicons/favicon-32.png
index.html,/content/dam/nttcom/cmn/img/header/logo@2x.png,
www.speakeasy.net,/assets/themes/fusionconnect/images/logos/fusion-logo-header.png,/assets/themes/fusionconnect/images/ico/favicon.ico
documents,https://cdn.janushenderson.com/gwp/theme/jh-logo-slate.svg,https://www.janushenderson.com/en/row/wp-includes/css/dashicons.min.css
www.citymax.com,/r/wd_host_content/1/templates/149/page2b_2blue_citymax_logo.png,/citymax.ico
www.cio.com,https://alt.idgesg.net/images/furniture/cio/cio-logo-nameplate.svg,https://idge.staticworld.net/cio/favicon.ico
www.example.com,,
home.pl,https://home.pl/img/cms/79e7e74d-a41c-43db-b41b-df1c2924fdc6/logo.svg?version=0,/img/home/base/favicon/manifest.json
www.yammer.com,,
www.so-net.ne.jp,/portal/202003478e3ddc/img/logo-sony.png,https://www.so-net.ne.jp/apple-touch-icon.png
clicksor.com,http://clicksor.com/wp-content/uploads/2017/02/logo-landing2.png,
www.cspire.com,/resources/images/logos/cs-logo-cyan.png,/resources/images/favicon.ico
www.rackspace.com:443,/themes/custom/hansel/images/rs-logo-2020tm.svg,https://www.rackspace.com/sites/default/files/2020-12/apple-touch-icon.png
www.t-online.de,,https://www.t-online.de/apple-touch-icon.png
www.icloud.com,,/system/cloudos2/current/static/apple-touch-icon.png
www.idrive.com,,https://static.idriveonlinebackup.com/source/images/favicon.ico
iweb.com,https://iweb.com/wp-content/themes/gintonic-1.6.5/iweb-logo_en.png,https://iweb.com/wp-content/themes/gintonic-1.6.5/favicon.ico
www.moonfruit.com,/images/main/mf_header_logo_white@2x.png,/images/favicon.ico
marketo-sales-connect,,/themes/the-interwebs/dist/images/favicon.ico?v3
411.ca,,/resources/img/favicons/apple-touch-icon-57x57.png
www.consumer-rankings.com,https://d2eoq4xox7ijpx.cloudfront.net/cdn_asset/117/wp-content/uploads/2014/09/zoosk-logo.png,/images/favicon-new.ico
www.bandwidth.com,https://www.bandwidth.com/wp-content/uploads/microsoft-logo-140x45-1.svg,https://www.bandwidth.com/wp-includes/css/dashicons.min.css?ver=5.6.1
?utm_source=digium_redirect,https://cdn.sangoma.com/wp-content/uploads/sangoma-logo-230x40-1.png,https://cdn.sangoma.com/wp-includes/css/dashicons.min.css?ver=5.5.3
api-management,,/sites/tibco/files/favicon_0.ico
www.imation.com,,
www.sherweb.com,https://images.sherweb.com/images/branding-2019/logo-glassdoor.svg,https://images.sherweb.com/favicon.ico
www.mocospace.com,http://cdn-img.mocospace.com/static/r272437/wap/images/logo.png,http://cdn-img.mocospace.com/favicon.ico
www.carphonewarehouse.com,/content/dam/ews/headerfooter/cpw_logo_rgb.svg,
salesholding.talktalk.co.uk,,
www.discounttwo-wayradio.com,,https://www.discounttwo-wayradio.com/media/favicon/websites/1/dtwrfavicon-180_1.png
www.yahoo.com,,https://s.yimg.com/cv/apiv2/default/icons/favicon_y19_32x32_custom.svg
www.alexa.com,https://try.alexa.com/wp-content/uploads/2017/01/alexa-logo.png,https://try.alexa.com/wp-content/uploads/2017/01/favicon-16x16-5.png
www.nobelcom.com,https://static.nobelcom.com/images/nobelcom/global/nobelcomlogo.png,https://static.nobelcom.com/images/nobelcom/global/nobelcom.ico
www.conductor.com,https://23i62qan03n64z5op2foc7a-wpengine.netdna-ssl.com/wp-content/uploads/2019/08/conductor-logo.svg,https://23i62qan03n64z5op2foc7a-wpengine.netdna-ssl.com/wp-content/themes/theme/dist/images/favicons/apple-touch-icon.png
www.netfirms.com,/static/cs/img/netfirms/logo.svg,/favicon.ico
www.sapo.pt,https://homepagept.web.sapo.io/assets/img/homepage-sapo/logo-01.png,//assets.web.sapo.io/sapologos/touchicon/sapo.pt/touch-icon-180.png
mixpanel.com,https://px6vg4ekvl21gtxs836x5jyx-wpengine.netdna-ssl.com/wp-content/themes/mixpanel/assets/v3/images/logo.svg,https://px6vg4ekvl21gtxs836x5jyx-wpengine.netdna-ssl.com/wp-content/uploads/2020/11/mixpanel_favicon_32x32.png
www.infinitydish.com,https://www.infinitydish.com/wp-content/uploads/2019/10/dishlogo.svg,https://www.infinitydish.com/wp-includes/css/dashicons.min.css?ver=5.6
en,https://cdn.netvibes.com/sites/default/files/partners/logos/nest.png,https://cdn.netvibes.com/sites/default/files/favicon-96x96.png
www.scoutmob.com,https://uploads-ssl.webflow.com/5eeb92902960e234e682fc42/5eeb9f8321ca5b76419d4211_logo-type%403x.png,https://uploads-ssl.webflow.com/img/favicon.ico
unbounce.com,,https://mk0zofoqaluvgdskgvsb.kinstacdn.com/favicon.ico
www.arubanetworks.com,https://www.arubanetworks.com/wp-content/themes/aruba2015/images/aruba-logo-small_136x35.svg,https://www.arubanetworks.com/wp-content/themes/aruba2015/images/favicon/apple-touch-icon.png
www.truphone.com,/globalassets/assets/case-studies/seg-automotive/seg-automotive-logo.png,/content/favicon/apple-touch-icon.png
www.bodyguardz.com,/on/demandware.static/sites-bodyguardz-site/-/default/dw0f9752a9/images/logo.png,/on/demandware.static/sites-bodyguardz-site/-/default/dwb8f7daf3/images/favicon.ico
www.photobiz.com,/content/corporate/photobiz/images/photobiz_minimal_logo.png,/images/favicon.ico
www.sitepoint.com,https://dab1nmslvvntp.cloudfront.net/wp-content/uploads/2019/04/1554944897wiley-logo.svg,/favicon-32x32.png?v=e11847cefe0aa15a5bc8386ead113f61
enterprise.efax.com,/sf-images/default-source/logo/logo.jpg?sfvrsn=a9ee26cb_2,favicon.ico
echonewyork.com,,//cdn.shopify.com/s/files/1/0024/2420/9507/t/88/assets/favicon.png?v=4807210758337114995
www.signupgenius.com,/images/logo-signupgenius-color.svg,
www.digitalriver.com,https://www.digitalriver.com/wp-content/themes/digital-river-2019/assets/images/logo-digitalriver-white.svg,https://fonts.googleapis.com/icon?family=material+icons&ver=5.4.2
www.pinnaclecart.com,/wp-content/themes/pinnacle/images/logo-2018.png,/wp-content/themes/pinnacle/images/favicon.png
nettalkconnect.com,,/resources/nt/images/marketing/smart_banner_android_messaging_icon.png
www.extremenetworks.com,https://extremstaging2.wpengine.com/wp-content/uploads/2020/09/gartner-logo-wht.svg,https://14slph41wbtl2yi39625md6s-wpengine.netdna-ssl.com/wp-content/uploads/2018/06/cropped-extreme_favicon-1-1-32x32.png
www.tripod.lycos.com,https://ly.lygo.net/ly/tpsite/images/tripodlogo.png,https://ly.lygo.net/ly/tpsite/images/favicon.ico
www.inmobi.com,https://i.l.inmobicdn.net/website/website/6.0.1/v6/img/inmobi-logo.svg,/inmobi.ico
artistwebsites.com,/assets/images/logoartistwebsites2010.jpg,
bronto.com,,/a/bronto/ico/favicon.ico
www.cafe24.com,https://www.cafe24.com/wp-content/themes/cafe24/images/layout/logo.svg,https://www.cafe24.com/wp-content/themes/cafe24/images/favicon.ico
www.tradeindia.com,,https://tiimg.tistatic.com/tradeindia.com/2008/images/favicon/favicon.ico
en-us,//azurecomcdn.azureedge.net/cvt-9235851552997da616a75f505fd9c4d8d0ac363b3fee595ee3238bb1d46054c0/images/page/home/ms-ignite-logo.svg,//azurecomcdn.azureedge.net/cvt-9235851552997da616a75f505fd9c4d8d0ac363b3fee595ee3238bb1d46054c0/images/icon/favicon.ico
flippingbook.com,https://d1qwl4ymp6qhug.cloudfront.net/release/r143/icons/common/logo-full-white.svg,https://d1qwl4ymp6qhug.cloudfront.net/release/r143/fonts/fb-icons.woff
woocommerce.com,https://woocommerce.com/wp-content/themes/woo/images/logo-woocommerce.svg,https://woocommerce.com/wp-content/uploads/2020/06/cropped-favicon_512.png?w=32
www.sina.com.cn,//n.sinaimg.cn/default/c0883aa7/20200629/footer_logo11.png,//www.sina.com.cn/favicon.svg
bestcovery,https://cdn.bestcovery.ca-times-dam.psdops.com/dims4/default/beea024/2147483647/strip/true/crop/1000x277+0+0/resize/433x120!/quality/90/?url=http%3a%2f%2fbestcovery-brightspot.s3.amazonaws.com%2f97%2f96%2f5fd40beb48059a3edeff4d92eed5%2fbestcovery-logo-powered-by-lat.png,/styleguide/assets/apple-touch-icon.png
www.ezetop.com,,/-v201006.10.0.9-/content/images/ezetop/favicon.ico
the-high-calling,/images/thc_logo.png,/favicon.ico
it.altervista.org,,/images/favicon/apple-touch-icon-57x57.png
www.allconnect.com,,https://www.allconnect.com/wp-content/uploads/2019/09/cropped-allconnect-logo-favicon-312x312.png
www.vidyo.com,/wp-content/uploads/sites/3/2016/08/logo-white.png,https://cdn.vidyo.com/wp-includes/css/dashicons.min.css?ver=5.4.4
www.trendhunter.com,https://cdn.trendhunterstatic.com/logos/createthefuture.png,https://cdn.trendhunterstatic.com/icons/manifest/apple-touch-icon.png
anymeeting-video-conferencing?utm_source=amhp,/assets/tracked/img/intm-logo.svg,/assets/tracked/img/favicon.ico
www.yesware.com,,https://www.yesware.com/wp-content/themes/yesware/images/favicon.ico
5gstore.com,includes/templates/ey/images/5gstore-logo-web_small.png,
www.hostdime.com,/images/logo.png,/images/favicon.ico
www.rakuten.com,,https://static.rakuten.com/static/images/favicons-r/favicon-32x32.png
www.relianceglobalcall.com,/images/relianceglobalcall-logo.png,/favicon.ico
www.clickmeter.com,https://s3.amazonaws.com/clickmeter.com/web/static/cmlogo.svg,
ignitionone.com,https://ignitiononeprd.wpengine.com/wp-content/uploads/2018/12/i1-logo-whiteorange.png,https://ignitionone.com/wp-includes/css/dashicons.min.css?ver=5.5.3
notfound.html,,
www.kvh.com,/-/media/images/menu/kvh_white_logo2.ashx,/favicon.ico
www.local03.com,/portals/_default/skins/local03_online/images/logo.png,/portals/0/banners/icon.ico
www.launchrock.com,,/metadata/launchrock/apple-touch-icon-57x57.png
www.tributes.com,/trib2_images/logo-tagline-ko.png,/favicon.ico
www.hdaccessory.com,/product_images/hd_accessory_logo_293x36_1603994455__85214.original.png,https://cdn10.bigcommerce.com/s-5uiyhy/product_images/favicon.ico
izea.com,https://d27fp5ulgfd7w2.cloudfront.net/wp-content/uploads/2018/07/25153708/logo-6de084326e2cd3a60d412bffbff2f6c00956388b637541ead5705411b1767660.png,https://d27fp5ulgfd7w2.cloudfront.net/wp-content/uploads/2018/06/25153747/izea-favicon.png
www.hatena.ne.jp:443,,/p/images/favicon.ico
thanks.yahoo.co.jp:443,https://s.yimg.jp/c/logo/f/2.0/yj_r_34.gif,https://s.yimg.jp/images/cms/favicon.ico
www.pogoplug.com,/assets/img/logo/logo1.png,/assets/fonts/flaticon.css
slickdeals.net,/image-pool/sd-branding/sd-logomark.svg,/images/slickdeals_icon.svg
www.smaato.com,https://www.smaato.com/wp-content/themes/smaato/vector/smaato-logo.svg,https://www.smaato.com/wp-content/themes/smaato/images/favicon.ico
tollfreeforwarding.com,https://tollfreeforwarding.com/images/2014-08/logo.png,https://tollfreeforwarding.com/favicon.ico?v=20141218
sewelldirect.com,//cdn.shopify.com/s/files/1/0015/8256/3374/files/logow4_2_400x160.png?v=1549063115,
www.hostbaby.com,./assets/logo-bz-hostbaby.svg,./assets/favicon.ico
crackberry.com,https://crackberry.com/sites/crackberry.com/files/styles/w400h300crop/public/article_images/2020/08/z10-logo-close-back.jpg,https://crackberry.com/sites/crackberry.com/files/images/icons/apple-touch-57x57.png
www.sinovision.net,template/tbimages/2017/index/img/logo.png,
www.vps.net,https://img.vps.net/includes/images/global/vps-logo-thg-company-mobile.svg,https://img.vps.net/favicon.png
www.accrisoft.com,,graphics/design/favicon.ico
www.sendthisfile.com:443,https://www.sendthisfile.com/images/logos/stf_logo_261x53.gif,https://www.sendthisfile.com/favicon.ico
www.invisionapp.com,,//marketing.invisionapp-cdn.com/www.invisionapp.com/global-assets/favicon/apple-icon-57x57.png
www.line2.com,https://mk0line2yleirv8brdg.kinstacdn.com/wp-content/uploads/2020/09/line2-logo.svg,https://mk0line2yleirv8brdg.kinstacdn.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.9.1
www.zoner.com,https://cdn.zoner.com/img/logos.png,https://cdn.zoner.com/img/favicon/apple-touch-icon.png
www.copernic.com,https://www.copernic.com/images/logo-light.png,https://www.copernic.com/css/themify-icons.css
www.localphone.com,//static.localphone.com/v3/images/common/new-localphonelogo-en-3.5.01.png,/favicon.ico
www.whichvoip.com,,
www.siteground.com,,https://www.siteground.com/img/favicon.ico?v=1
en,,/blueprint/servlet/static-cms/apple-touch-icon.png
clicktale,https://contentsquare.com/wp-content/themes/kps3-contentsquare/public/assets/images/contentsquare-logo.svg?tv=1.3.3,https://contentsquare.com/wp-content/themes/kps3-contentsquare/public/assets/images/apple-touch-icon.png?tv=1.3.3
www.ait.com,/images/aitlogo.png,/images/favicon.ico
www.tatacommunications.com,https://www.tatacommunications.com/wp-content/themes/2017/assets/images/icons/tatarlogo.svg,https://www.tatacommunications.com/wp-content/themes/2017/assets/images/icons/favicon-16x16.png
www.mobal.com,/img/logo.svg,https://cdn.mobal.com/icons/css/a.general_foundicons.css.pagespeed.cf.3giaulnsi_.css
www.noip.com,//d2np5nlsc31ci5.cloudfront.net/assets/img/logo/logo-grey.png,//d2np5nlsc31ci5.cloudfront.net/assets/img/2013/favicon.ico
cwa-union.org,/sites/all/themes/cwa_union/images/logo.svg,https://cwa-union.org/sites/all/themes/cwa_refresh/favicon.ico
www.accessorygeeks.com,https://www.accessorygeeks.com/media/logo/stores/1/ag_logo_2.png,https://www.accessorygeeks.com/media/favicon/websites/1/ag-favicon.png
www.eweek.com,https://www.eweek.com/wp-content/uploads/2021/01/eweek_logo_mainlogo-300x80.png,https://www.eweek.com/wp-content/uploads/2021/01/eweek_logo_favicon.png
gigaom.com,https://gigaom.com/wp-content/themes/gigaom/dist/assets/images/gigaom-logo-light.svg,
www.163.com,,//static.ws.126.net/www/logo/logo-ipad-icon.png
www.jiwire.com,/wp-content/uploads/2020/11/9d-inmarket-logo.png,/wp-content/uploads/2017/01/ninthdecimal-favicon.png
www.yola.com,https://assets.yolacdn.net/wl-logos/yola-black-f8e63d97.svg,//yolacom.yolacdn.net/assets/img/favicon.ico
s?k=seidio,,
www.kajeet.net,https://3uhs372f0uq113tsza1gn23u-wpengine.netdna-ssl.com/wp-content/uploads/kajeet-logo.png,https://3uhs372f0uq113tsza1gn23u-wpengine.netdna-ssl.com/wp-content/uploads/kajeet-favicon-2020.png
www.infoseek.co.jp,https://image.infoseek.rakuten.co.jp/content/news/logo/rakutenfcb_jl_141_56.png,/favicon-3.0.ico
www.callsource.com,https://www.callsource.com/wp-content/themes/call-source/assets/img/call-source-logo.svg,https://www.callsource.com/wp-content/plugins/ultimate_vc_addons/modules/../assets/css/icons.css?ver=3.16.7
www.topproducer.com,https://3i5fkm3tt6vd1lmghy3trn1o-wpengine.netdna-ssl.com/wp-content/uploads/2019/04/top-producer-top-logo.png,https://3i5fkm3tt6vd1lmghy3trn1o-wpengine.netdna-ssl.com/wp-content/uploads/2019/05/favicon.ico
paginasestaticas!showpromocao.action?codpromocao=assineabril,,/portal/imagem/icon/favicon.ico
www.polleverywhere.com,//davhizrhxzcu1.cloudfront.net/assets/header/header-logo-7ceffd378b24793db821df55da8f0611da6ad90f02b8022239a82dd750199b92.svg,/favicon.ico
www.ipower.com,,https://secure.ipower.com/images/icons/favicon_ipw.ico
tribesports.com,//cdn.shopify.com/s/files/1/0821/9503/files/home_page_menu_logo3_fd0c2075-dcc9-4fa2-963f-265a5d6fdeaf_180x.png?v=1611781902,//cdn.shopify.com/s/files/1/0821/9503/files/favicon_fde30ae2-41b3-46d1-9aef-29bdfed0e719_32x32.png?v=1612216627
snapapp,https://www.uberflip.com/wp-content/uploads/2020/09/white-logo-dots-correct-2.svg,https://www.uberflip.com/wp-content/uploads/2020/09/cropped-uf-favicon-512x512-1-32x32.png
www.tune.com,//www.tune.com/tune-com-content/uploads/2019/05/tune-logo.png,
www.simplycast.com,images/simplycast_logo.svg,favicon.ico
www.hostmysite.com,/wp-content/uploads/2013/12/hostmysitelogo-white.png,/wp-content/uploads/2013/12/favicon.gif
www.mayo.edu,/styles/img/logo-mayoclinic.png,/-/media/web/gbs/shared/images/apple-touch-icon-152x152.png
en,/sites/default/files/logo_0.png,/sites/default/files/favicon_0.ico
uniden.com,//cdn.shopify.com/s/files/1/0018/3543/4029/files/uniden-logo-current_327x74.png?v=1557382941,
www.apnic.net,,//www.apnic.net/apple-touch-icon-57x57.png
www.jumpfly.com,https://www.jumpfly.com/wp-content/uploads/2019/12/jumpflylogo_final.png,
www.a2hosting.com,https://www.a2hosting.com/images/2015/logo.png,/favicon.ico
www.streamsend.com,http://www.streamsend.com/wp-content/themes/streamsend/assets/images/streamsend_logo/streamsend-logo.svg,http://www.streamsend.com/wp-content/themes/streamsend/genericons/genericons.css?ver=3.03
www.digi.com,/digi/media/nav/logo-digi.png,https://images.digi.com/apple-icon.png
www.bezecom.com,/img/bezecom_logo.png,/css/images/faviconbez.ico
home.html,,/modules/fpdemo/images/favicon.ico
www.thinglink.com,,//cdn.thinglink.me/cb1830103730/gfx/favicon.ico
www.podomatic.com,/assets/homebase/plogo-6c0d382fb3f08fea8361bf90e5de35d0a420131f94499819728d40d908ce8c4c.png,
www.globalspec.com,/images/engineering360_shared/logos/engineering360_white.png,
www.cablesandkits.com,//media.cablesandkits.com/static/img/logo_2018j3.png,/favicon.ico?v=2
www.uol.com.br,https://conteudo.imguol.com.br/c/home/layout/camaleao/web/logo.png,https://conteudo.imguol.com.br/c/home/layout/camaleao/web/gerais/favicon.ico
www.freephonetracer.com,images/ng-logo.svg,images/favicon.ico
jangomail.com,https://jangomail.com/wp-content/uploads/2020/10/cropped-main-logo.png,https://jangomail.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.9.1
home,/files/4914/6782/7789/usr_logo_final_rgb-_small.png,/themes/f5_us_robotics/favicon.ico
www.fathomdelivers.com,//www.fathomdelivers.com/wp-content/uploads/2019/12/fathom-logo-rgb-tm-300x154.png,https://www.fathomdelivers.com/wp-content/themes/x/framework/dist/css/site/stacks/icon.css?ver=8.1.5
www.appsbar.com,images/logo-black.png,images/appsbar_favicon.ico
www.walla.co.il,/public/assets/logo/logo.svg,/public/favicons/color-1.ico
www.idt.net,,https://d31hibsgj25cpg.cloudfront.net/assets/version/2020-11-18_09-42_assets/img/favicon.ico
www.cornerstoneondemand.com,,/favicon/apple-touch-icon.png
www.sohu.com,,//statics.itc.cn/web/static/images/pic/sohu-logo/favicon.ico
www.buydomains.com,//static.buydomains.com//browser/img/logo-header.svg?version=2021-02-04-1,//static.buydomains.com//browser/img/favicon.ico?version=2021-02-04-1
mobile-device-management,,//1.www.s81c.com/common/fonts/icons-ibm-v12.woff
www.hughes.com,/themes/custom/hughescorp_theme/logo.svg,/themes/custom/hughescorp_theme/favicon.ico
www.sencha.com,/wp-content/uploads/2020/10/extnet-logo.jpg,https://www.sencha.com/wp-content/themes/sencha/images/favicon.ico
www.directstartv.com,http://www.directstartv.com/wp-content/themes/directstar/images/logo-directv-ad-reversed.svg,/favicon.ico
www.text-em-all.com,https://www.text-em-all.com/hubfs/text-em-all/text-em-all-web-logo.svg,https://www.text-em-all.com/hubfs/favicon.ico
www.birch.com,img/birch_logo.png,/img/birch_favicon.png
www.xcomglobal.co.jp,_layout/images/logo.png,apple-touch-icon-144-precomposed.png
www.spyfu.com,,https://fonts.googleapis.com/icon?family=material+icons
www.smashingmagazine.com,/images/logo/logo.svg,/images/icons/menu-cat-dancing.svg
www.magestore.com,https://2xjk0811vl4g2goo9j3wnndg-wpengine.netdna-ssl.com/wp-content/uploads/2020/10/01_magestore_logo_rgb_tagline_yellow-black.svg,
www.admarketplace.com,../../images/logo51389ef4.png,/favicon.ico
www.toolbox.com,/wp-content/themes/gauge-child/images/toolbox-logo.png,/wp-content/themes/gauge-child/images/tb-ico.png
index.aspx,images/voiplogocall3.gif,/favicon.ico
www.leaguelineup.com,/wp-content/uploads/bss-with-credit-logos-1x-reverse.png,https://www.leaguelineup.com/wp-content/themes/league/template/img/favicon.ico
www.linkconnector.com,/wordpress/wp-content/uploads/2015/09/lc-logo-homepage.svg,"https://www.linkconnector.com/wordpress/wp-content/plugins/bwp-minify/min/?f=wordpress/wp-content/plugins/layerslider/static/css/layerslider.css,wordpress/wp-content/plugins/contact-form-7/includes/css/styles.css,wordpress/wp-content/plugins/svg-vector-icons-pro/public/css/wordpress-svg-frontend-style.min.css,wordpress/wp-content/plugins/svg-vector-icons-pro/admin/css/wordpress-svg-icon-plugin-style.min.css,wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css,wordpress/wp-content/themes/codeus/js/fancybox/jquery.fancybox.css,wordpress/wp-content/themes/codeus/plugins/slideshow/nivo-slider/nivo-slider.css,wordpress/wp-content/themes/codeus/js/jquery-ui/jquery-ui.css,wordpress/wp-content/themes/codeus/fonts/icons.css,wordpress/wp-content/themes/codeus-child/style.css"
simplereach,https://static1.squarespace.com/static/57f4f7ad725e25e4b385429f/t/5ea37332c05f662daeff8521/1587770162953/dtsg+logo-white.png,https://images.squarespace-cdn.com/content/v1/57f4f7ad725e25e4b385429f/1495563231393-9b4n4hjghdu5oy0tp9oi/ke17zwdgbtoddi8pdm48kj4j8ukdizk-f_5b0jn0mczzw-zppgdn4juwvcje1zvwhcwhetwjxoshnda9f1qd7ewc-od9zupsbwoqvazculygdhblyeql85dwg_sw70nlyqxflk614c0jq6x_hp_ydg/favicon.ico?format=100w
www.marketmotive.com,https://www.marketmotive.com/market_motive/images/market_motive_logo_white_v1.png,https://www.marketmotive.com/static/css/images/favicon.ico
fiksu.com,https://static.tildacdn.com/tild3433-6237-4334-b766-373637353165/fiksu-logo-white-524.png,https://static.tildacdn.com/tild3066-6464-4865-b765-333939633466/favicon.ico
?domain-redirect=true,,/favicon.ico
www.bluefountainmedia.com,,/themes/custom/bfm/favicon.ico
www.glispa.com,,https://www.glispa.com/wp-content/themes/uncode/library/css/uncode-icons.css?ver=225578926
www.sparklight.com,/-/media/project/sparklight/sparklight/logos/sparklight.png?h=40&w=160&la=en&hash=85797356b84ddfb6dc241c109596c2fd,/-/media/project/sparklight/sparklight/icon/sparklight.png
www.sena.com,/resources/images/sena-logo.svg,/favicon.jpg
www.technewsworld.com,/images/2014/tnw-logo.png,/images/tnw_favicon.ico
www.pcnametag.com,https://www.pcnametag.com/static/version1612493655/frontend/pcnametag/pcnametagtheme/en_us/images/logo.svg,https://www.pcnametag.com/static/version1612493655/frontend/pcnametag/pcnametagtheme/en_us/magento_theme/favicon.ico
www.wideanglesoftware.com,/images/style/logo_ns.gif,/images/favicon.ico
www.distilled.net,/static/images/home/brainlabsflasklogo.png,/static/images/favicon.ico
www.clickatell.com,https://www.clickatell.com/app/themes/clickatell/dist/images/clickatell-logo-dark_8bae36a3.svg,https://www.clickatell.com/app/themes/clickatell/dist/images/favicon_0a5e967e.ico
www.bluestacks.com,https://cdn-www.bluestacks.com/bs-images/bs-logo-new.png,https://cdn-www.bluestacks.com/bs-images/favicon.png
www.signnow.com:443,https://marketing-static.signnow.com/415/images/global/svg/new-logo.svg,https://marketing-static.signnow.com/415/favicons/apple-touch-icon.png
clear,,
www.meetingsfocus.com,https://www.meetingsfocus.com/files/portals/0/skins/meetings/images/meetings_focus_logo.png,https://www.meetingsfocus.com/files/portals/0/favicon.ico
www.onet.pl,https://ocdn.eu/onetmobilemainpage/mainpage_desktop/logo/bi_v4.svg,https://ocdn.eu/onetmobilemainpage/manifestprod/icons2/favicon-16x16.png
www.sendible.com,,https://www.sendible.com/hubfs/raw_assets/public/sendible-theme-2020/images/favicon/favicon@512w.png
www.apartmenthomeliving.com,//image.apartmenthomeliving.com/assets/ahl-logo-home-492376e3840f6c48e8b656ff35505a9cefe26f91cd1ea967182cca21906f68bc.svg,/favicon.ico
ccrane.com,https://cdn11.bigcommerce.com/s-5su7s5q6od/images/stencil/original/logo-blue_1579301974__28783.original.png,https://cdn11.bigcommerce.com/s-5su7s5q6od/product_images/favicon.jpg?t=1579301974
www.mapilab.com,/images/ms-partner-logo.png,https://www.mapilab.com/favicon.ico
www.pcmatic.com,/images/pcmatic-logo.svg,/css/ionicons.min.css
